country,year,infantMort,fert,continent,lifeExp,pop,gdpPercap
Israel,1992.0,8.7,2.95,Asia,76.93,4936550,18051.52254
Israel,1997.0,6.4,2.93,Asia,78.269,5531387,20896.60924
Israel,2002.0,5.2,2.91,Asia,79.696,6029529,21905.59514
Israel,2007.0,4.1,2.91,Asia,80.745,6426679,25523.2771
Italy,1952.0,61.1,2.37,Europe,65.94,47666000,4931.404155
Italy,1957.0,48.1,2.29,Europe,67.81,49182000,6248.656232
Italy,1962.0,41.0,2.44,Europe,69.24,50843200,8243.58234
Italy,1967.0,33.1,2.52,Europe,71.06,52667100,10022.40131
Italy,1972.0,26.5,2.38,Europe,72.19,54365564,12269.27378
Italy,1977.0,17.3,1.99,Europe,73.48,56059245,14255.98475
Italy,1982.0,12.6,1.57,Europe,74.98,56535636,16537.4835
Italy,1987.0,9.4,1.35,Europe,76.42,56729703,19207.23482
Italy,1992.0,7.7,1.28,Europe,77.44,56840847,22013.64486
Italy,1997.0,5.6,1.22,Europe,78.82,57479469,24675.02446
Italy,2002.0,4.3,1.25,Europe,80.24,57926999,27968.09817
Italy,2007.0,3.6,1.37,Europe,80.546,58147733,28569.7197
Jamaica,1952.0,86.6,4.13,Americas,58.53,1426095,2898.530881
Jamaica,1957.0,70.1,5.02,Americas,62.61,1535090,4756.525781
Jamaica,1962.0,57.7,5.63,Americas,65.61,1665128,5246.107524
Jamaica,1967.0,49.3,5.79,Americas,67.51,1861096,6124.703451
Jamaica,1972.0,41.8,5.11,Americas,69.0,1997616,7433.889293
Jamaica,1977.0,35.6,4.12,Americas,70.11,2156814,6650.195573
Jamaica,1982.0,31.3,3.56,Americas,71.21,2298309,6068.05135
Jamaica,1987.0,27.5,3.14,Americas,71.77,2326606,6351.237495
Jamaica,1992.0,24.0,2.86,Americas,71.766,2378618,7404.923685
Jamaica,1997.0,20.5,2.68,Americas,72.262,2531311,7121.924704
Jamaica,2002.0,17.8,2.55,Americas,72.047,2664659,6994.774861
Jamaica,2007.0,16.5,2.41,Americas,72.567,2780132,7320.880262
Japan,1952.0,49.9,3.1,Asia,63.03,86459025,3216.956347
Japan,1957.0,37.2,2.2,Asia,65.5,91563009,4317.694365
Japan,1962.0,25.5,1.97,Asia,68.73,95831757,6576.649461
Japan,1967.0,16.3,2.02,Asia,71.43,100825279,9847.788607
Japan,1972.0,11.9,2.11,Asia,73.42,107188273,14778.78636
Japan,1977.0,8.8,1.89,Asia,75.38,113872473,16610.37701
Japan,1982.0,6.5,1.75,Asia,77.11,118454974,19384.10571
Japan,1987.0,5.0,1.67,Asia,78.67,122091325,22375.94189
Japan,1992.0,4.4,1.5,Asia,79.36,124329269,26824.89511
Japan,1997.0,3.8,1.37,Asia,80.69,125956499,28816.58499
Japan,2002.0,3.0,1.3,Asia,82.0,127065841,28604.5919
Japan,2007.0,2.6,1.33,Asia,82.603,127467972,31656.06806
Jordan,1952.0,164.9,7.39,Asia,43.158,607914,1546.907807
Jordan,1957.0,126.0,7.37,Asia,45.669,746559,1886.080591
Jordan,1962.0,96.6,7.9,Asia,48.126,933559,2348.009158
Jordan,1967.0,75.2,8.03,Asia,51.629,1255058,2741.796252
Jordan,1972.0,60.2,7.82,Asia,56.528,1613551,2110.856309
Jordan,1977.0,49.1,7.46,Asia,61.134,1937652,2852.351568
Jordan,1982.0,40.2,7.07,Asia,63.739,2347031,4161.415959
Jordan,1987.0,33.1,6.16,Asia,65.869,2820042,4448.679912
Jordan,1992.0,28.3,5.17,Asia,68.015,3867409,3431.593647
Jordan,1997.0,24.9,4.4,Asia,69.772,4526235,3645.379572
Jordan,2002.0,22.1,3.89,Asia,71.263,5307470,3844.917194
Jordan,2007.0,19.3,3.64,Asia,72.535,6053193,4519.461171
Kenya,1952.0,180.7,7.45,Africa,42.27,6464046,853.540919
Kenya,1957.0,136.1,7.76,Africa,44.686,7454779,944.4383152
Kenya,1962.0,109.9,8.04,Africa,47.949,8678557,896.9663732
Kenya,1967.0,97.1,8.13,Africa,50.654,10191512,1056.736457
Kenya,1972.0,87.3,8.01,Africa,53.559,12044785,1222.359968
Kenya,1977.0,76.0,7.7,Africa,56.155,14500404,1267.613204
Kenya,1982.0,65.8,7.27,Africa,58.766,17661452,1348.225791
Kenya,1987.0,62.7,6.6,Africa,59.339,21198082,1361.936856
Kenya,1992.0,68.9,5.67,Africa,59.285,25020539,1341.921721
Kenya,1997.0,71.1,5.1,Africa,54.407,28263827,1360.485021
Kenya,2002.0,62.2,4.99,Africa,50.992,31386842,1287.514732
Kenya,2007.0,49.5,4.82,Africa,54.11,35610177,1463.249282
"Korea, Dem. Rep.",1952.0,NA,NA,Asia,50.056,8865488,1088.277758
"Korea, Dem. Rep.",1957.0,NA,NA,Asia,54.081,9411381,1571.134655
"Korea, Dem. Rep.",1962.0,NA,NA,Asia,56.656,10917494,1621.693598
"Korea, Dem. Rep.",1967.0,NA,NA,Asia,59.942,12617009,2143.540609
"Korea, Dem. Rep.",1972.0,NA,NA,Asia,63.983,14781241,3701.621503
"Korea, Dem. Rep.",1977.0,NA,NA,Asia,67.159,16325320,4106.301249
"Korea, Dem. Rep.",1982.0,NA,NA,Asia,69.1,17647518,4106.525293
"Korea, Dem. Rep.",1987.0,NA,NA,Asia,70.647,19067554,4106.492315
"Korea, Dem. Rep.",1992.0,NA,NA,Asia,69.978,20711375,3726.063507
"Korea, Dem. Rep.",1997.0,NA,NA,Asia,67.727,21585105,1690.756814
"Korea, Dem. Rep.",2002.0,NA,NA,Asia,66.662,22215365,1646.758151
"Korea, Dem. Rep.",2007.0,NA,NA,Asia,67.297,23301725,1593.06548
"Korea, Rep.",1952.0,NA,NA,Asia,47.453,20947571,1030.592226
"Korea, Rep.",1957.0,NA,NA,Asia,52.681,22611552,1487.593537
"Korea, Rep.",1962.0,NA,NA,Asia,55.292,26420307,1536.344387
"Korea, Rep.",1967.0,NA,NA,Asia,57.716,30131000,2029.228142
"Korea, Rep.",1972.0,NA,NA,Asia,62.612,33505000,3030.87665
"Korea, Rep.",1977.0,NA,NA,Asia,64.766,36436000,4657.22102
"Korea, Rep.",1982.0,NA,NA,Asia,67.123,39326000,5622.942464
"Korea, Rep.",1987.0,NA,NA,Asia,69.81,41622000,8533.088805
"Korea, Rep.",1992.0,NA,NA,Asia,72.244,43805450,12104.27872
"Korea, Rep.",1997.0,NA,NA,Asia,74.647,46173816,15993.52796
"Korea, Rep.",2002.0,NA,NA,Asia,77.045,47969150,19233.98818
"Korea, Rep.",2007.0,NA,NA,Asia,78.623,49044790,23348.13973
Kuwait,1952.0,NA,7.21,Asia,55.565,160000,108382.3529
Kuwait,1957.0,NA,7.2,Asia,58.033,212846,113523.1329
Kuwait,1962.0,89.0,7.31,Asia,60.47,358266,95458.11176
Kuwait,1967.0,63.7,7.41,Asia,64.624,575003,80894.88326
Kuwait,1972.0,47.9,6.98,Asia,67.712,841934,109347.867
Kuwait,1977.0,36.0,6.05,Asia,69.343,1140357,59265.47714
Kuwait,1982.0,25.2,5.08,Asia,71.309,1497494,31354.03573
Kuwait,1987.0,17.6,3.31,Asia,74.174,1891487,28118.42998
Kuwait,1992.0,14.0,2.14,Asia,75.19,1418095,34932.91959
Kuwait,1997.0,11.9,2.79,Asia,76.156,1765345,40300.619960000004
Kuwait,2002.0,10.6,2.72,Asia,76.904,2111561,35110.10566
Kuwait,2007.0,9.8,2.67,Asia,77.588,2505559,47306.98978
Lebanon,1952.0,NA,5.74,Asia,55.928,1439529,4834.804067
Lebanon,1957.0,62.7,5.74,Asia,59.489,1647412,6089.786934
Lebanon,1962.0,54.7,5.69,Asia,62.094,1886848,5714.560611
Lebanon,1967.0,49.8,5.3,Asia,63.87,2186894,6006.983042
Lebanon,1972.0,47.2,4.73,Asia,65.421,2680018,7486.384341
Lebanon,1977.0,43.6,4.27,Asia,66.099,3115787,8659.696836
Lebanon,1982.0,37.8,3.8,Asia,66.983,3086876,7640.519521
Lebanon,1987.0,30.8,3.28,Asia,67.926,3089353,5377.091329
Lebanon,1992.0,24.7,2.84,Asia,69.292,3219994,6890.806854
Lebanon,1997.0,19.9,2.47,Asia,70.265,3430388,8754.96385
Lebanon,2002.0,15.1,2.04,Asia,71.028,3677780,9313.93883
Lebanon,2007.0,10.4,1.62,Asia,71.993,3921278,10461.05868
Lesotho,1952.0,171.3,5.84,Africa,42.138,748747,298.8462121
Lesotho,1957.0,150.1,5.86,Africa,45.047,813338,335.9971151
Lesotho,1962.0,141.7,5.82,Africa,47.747,893143,411.8006266
Lesotho,1967.0,138.9,5.8,Africa,48.492,996380,498.6390265
Lesotho,1972.0,125.4,5.8,Africa,49.767,1116779,496.5815922
Lesotho,1977.0,106.2,5.71,Africa,52.208,1251524,745.3695408
Lesotho,1982.0,85.8,5.49,Africa,55.078,1411807,797.2631074
Lesotho,1987.0,73.7,5.17,Africa,57.18,1599200,773.9932141
Lesotho,1992.0,71.1,4.76,Africa,59.685,1803195,977.4862725
Lesotho,1997.0,80.5,4.39,Africa,55.558,1982823,1186.147994
Lesotho,2002.0,86.3,3.86,Africa,44.593,2046772,1275.184575
Lesotho,2007.0,84.3,3.41,Africa,42.592,2012649,1569.331442
Liberia,1952.0,216.4705951,6.26,Africa,38.48,863308,575.5729961
Liberia,1957.0,210.5,6.34,Africa,39.486,975950,620.9699901
Liberia,1962.0,211.4,6.45,Africa,40.502,1112796,634.1951625
Liberia,1967.0,201.7,6.58,Africa,41.536,1279406,713.6036483
Liberia,1972.0,184.4,6.78,Africa,42.614,1482628,803.0054535
Liberia,1977.0,168.3,6.93,Africa,43.764,1703617,640.3224383
Liberia,1982.0,157.1,6.96,Africa,44.852,1956875,572.1995694
Liberia,1987.0,161.5,6.75,Africa,46.027,2269414,506.1138573
Liberia,1992.0,170.3,6.34,Africa,40.802,1912974,636.6229191
Liberia,1997.0,145.2,6.06,Africa,42.221,2200725,609.17395079999994
Liberia,2002.0,108.2,5.72,Africa,43.753,2814651,531.4823679
Liberia,2007.0,76.9,5.28,Africa,45.678,3193942,414.5073415
Libya,1952.0,NA,7.25,Africa,42.723,1019729,2387.54806
Libya,1957.0,NA,7.43,Africa,45.289,1201578,3448.284395
Libya,1962.0,148.4,7.61,Africa,47.808,1441863,6757.030816
Libya,1967.0,113.3,7.78,Africa,50.227,1759224,18772.75169
Libya,1972.0,86.0,7.93,Africa,52.773,2183877,21011.49721
Libya,1977.0,65.6,7.98,Africa,57.442,2721783,21951.21176
Libya,1982.0,52.2,7.42,Africa,62.155,3344074,17364.27538
Libya,1987.0,41.3,5.91,Africa,66.234,3799845,11770.5898
Libya,1992.0,32.2,4.43,Africa,68.755,4364501,9640.138501
Libya,1997.0,26.5,3.38,Africa,71.555,4759670,9467.446056
Libya,2002.0,22.7,2.93,Africa,72.737,5368585,9534.677467
Libya,2007.0,17.3,2.69,Africa,73.952,6036914,12057.49928
Madagascar,1952.0,NA,7.3,Africa,36.681,4762912,1443.011715
Madagascar,1957.0,NA,7.3,Africa,38.865,5181679,1589.20275
Madagascar,1962.0,NA,7.3,Africa,40.848,5703324,1643.38711
Madagascar,1967.0,105.4,7.31,Africa,42.881,6334556,1634.047282
Madagascar,1972.0,95.3,7.32,Africa,44.851,7082430,1748.562982
Madagascar,1977.0,101.9,7.01,Africa,46.881,8007166,1544.228586
Madagascar,1982.0,108.5,6.24,Africa,48.969,9171477,1302.878658
Madagascar,1987.0,106.4,6.23,Africa,49.35,10568642,1155.441948
Madagascar,1992.0,92.9,6.18,Africa,52.214,12210395,1040.67619
Madagascar,1997.0,80.0,5.84,Africa,54.978,14165114,986.2958956
Madagascar,2002.0,62.9,5.34,Africa,57.286,16473477,894.6370822
Madagascar,2007.0,47.9,4.87,Africa,59.443,19167654,1044.770126
Malawi,1952.0,NA,6.78,Africa,36.256,2917802,369.1650802
Malawi,1957.0,223.8,6.83,Africa,37.207,3221238,416.3698064
Malawi,1962.0,214.6,6.98,Africa,38.41,3628608,427.9010856
Malawi,1967.0,211.5,7.18,Africa,39.487,4147252,495.5147806
Malawi,1972.0,200.6,7.39,Africa,41.766,4730997,584.6219709
Malawi,1977.0,170.6,7.58,Africa,43.767,5637246,663.2236766
Malawi,1982.0,144.4,7.61,Africa,45.642,6502825,632.8039209
Malawi,1987.0,149.6,7.4,Africa,47.457,7824747,635.5173634
Malawi,1992.0,133.1,6.72,Africa,49.42,10014249,563.2000145
Malawi,1997.0,117.1,6.41,Africa,47.495,10419991,692.2758103
Malawi,2002.0,88.8,6.12,Africa,45.009,11824495,665.4231186
Malawi,2007.0,64.5,5.84,Africa,48.303,13327079,759.3499101
Malaysia,1952.0,NA,6.23,Asia,48.463,6748378,1831.132894
Malaysia,1957.0,78.4,6.26,Asia,52.102,7739235,1810.066992
Malaysia,1962.0,61.1,6.05,Asia,55.737,8906385,2036.884944
Malaysia,1967.0,49.1,5.33,Asia,59.371,10154878,2277.742396
Malaysia,1972.0,39.8,4.6,Asia,63.01,11441462,2849.09478
Malaysia,1977.0,30.5,3.99,Asia,65.256,12845381,3827.921571
Malaysia,1982.0,22.4,3.73,Asia,68.0,14441916,4920.355951
Malaysia,1987.0,16.6,3.6,Asia,69.5,16331785,5249.802653
Malaysia,1992.0,13.0,3.45,Asia,70.693,18319502,7277.912802
Malaysia,1997.0,10.7,3.19,Asia,71.938,20476091,10132.90964
Malaysia,2002.0,7.6,2.54,Asia,73.044,22662365,10206.97794
Malaysia,2007.0,6.9,2.09,Asia,74.241,24821286,12451.6558
Mali,1952.0,NA,6.47,Africa,33.685,3838168,452.3369807
Mali,1957.0,NA,6.63,Africa,35.307,4241884,490.3821867
Mali,1962.0,225.2,6.75,Africa,36.936,4690372,496.1743428
Mali,1967.0,203.0,6.86,Africa,38.487,5212416,545.0098873
Mali,1972.0,191.1,6.92,Africa,39.977,5828158,581.3688761
Mali,1977.0,172.8,7.0,Africa,41.714,6491649,686.3952693
Mali,1982.0,154.2,7.07,Africa,43.916,6998256,618.0140641
Mali,1987.0,137.8,7.09,Africa,46.364,7634008,684.1715576
Mali,1992.0,127.3,7.02,Africa,48.388,8416215,739.014375
Mali,1997.0,122.6,6.9,Africa,49.903,9384984,790.2579846
Mali,2002.0,108.8,6.81,Africa,51.818,10580176,951.4097518
Mali,2007.0,90.1,6.81,Africa,54.467,12031795,1042.581557
Mauritania,1952.0,157.3,6.3,Africa,40.543,1022556,743.1159097
Mauritania,1957.0,143.8,6.69,Africa,42.338,1076852,846.1202613
Mauritania,1962.0,128.9,6.79,Africa,44.248,1146757,1055.896036
Mauritania,1967.0,114.8,6.8,Africa,46.289,1230542,1421.145193
Mauritania,1972.0,107.0,6.76,Africa,48.437,1332786,1586.851781
Mauritania,1977.0,102.0,6.59,Africa,50.852,1456688,1497.492223
Mauritania,1982.0,92.5,6.31,Africa,53.599,1622136,1481.150189
Mauritania,1987.0,82.1,6.1,Africa,56.145,1841240,1421.603576
Mauritania,1992.0,76.7,5.88,Africa,58.333,2119465,1361.369784
Mauritania,1997.0,76.3,5.57,Africa,60.43,2444741,1483.136136
Mauritania,2002.0,75.9,5.26,Africa,62.247,2828858,1579.019543
Mauritania,2007.0,73.1,4.99,Africa,64.164,3270065,1803.151496
Mauritius,1952.0,81.0,5.9,Africa,50.986,516556,1967.955707
Mauritius,1957.0,76.7,5.94,Africa,58.089,609816,2034.037981
Mauritius,1962.0,63.6,6.12,Africa,60.246,701016,2529.067487
Mauritius,1967.0,68.4,4.85,Africa,61.557,789309,2475.387562
Mauritius,1972.0,58.7,3.58,Africa,62.944,851334,2575.484158
Mauritius,1977.0,39.5,3.07,Africa,64.93,913025,3710.982963
Mauritius,1982.0,28.3,2.41,Africa,66.711,992040,3688.037739
Mauritius,1987.0,24.4,2.27,Africa,68.74,1042663,4783.586903
Mauritius,1992.0,18.4,2.25,Africa,69.745,1096202,6058.253846
Mauritius,1997.0,19.8,2.07,Africa,70.736,1149818,7425.705295
Mauritius,2002.0,14.2,1.93,Africa,71.954,1200206,9021.815894
Mauritius,2007.0,14.1,1.63,Africa,72.801,1250882,10956.99112
Mexico,1952.0,NA,6.69,Americas,50.789,30144317,3478.125529
Mexico,1957.0,NA,6.8,Americas,55.19,35015548,4131.546641
Mexico,1962.0,94.9,6.77,Americas,58.299,41121485,4581.609385
Mexico,1967.0,84.1,6.78,Americas,60.11,47995559,5754.733883
Mexico,1972.0,72.7,6.53,Americas,62.361,55984294,6809.40669
Mexico,1977.0,62.8,5.42,Americas,65.032,63759976,7674.929108
Mexico,1982.0,51.4,4.33,Americas,67.405,71640904,9611.147541
Mexico,1987.0,42.1,3.67,Americas,69.498,80122492,8688.156003
Mexico,1992.0,33.7,3.2,Americas,71.455,88111030,9472.384295
Mexico,1997.0,25.8,2.83,Americas,73.67,95895146,9767.29753
Mexico,2002.0,19.3,2.57,Americas,74.902,102479927,10742.44053
Mexico,2007.0,15.8,2.38,Americas,76.195,108700891,11977.57496
Mongolia,1952.0,NA,5.54,Asia,42.244,800663,786.5668575
Mongolia,1957.0,NA,6.25,Asia,45.248,882134,912.6626085
Mongolia,1962.0,NA,7.35,Asia,48.251,1010280,1056.353958
Mongolia,1967.0,NA,7.59,Asia,51.253,1149500,1226.04113
Mongolia,1972.0,NA,7.5,Asia,53.754,1320500,1421.741975
Mongolia,1977.0,NA,6.78,Asia,55.491,1528000,1647.511665
Mongolia,1982.0,105.6,5.86,Asia,57.489,1756032,2000.603139
Mongolia,1987.0,87.3,4.91,Asia,60.222,2015133,2338.008304
Mongolia,1992.0,70.7,3.45,Asia,61.271,2312802,1785.402016
Mongolia,1997.0,56.6,2.43,Asia,63.625,2494803,1902.2521
Mongolia,2002.0,42.5,2.09,Asia,65.033,2674234,2140.739323
Mongolia,2007.0,30.6,2.32,Asia,66.803,2874127,3095.772271
Montenegro,1952.0,NA,4.05,Europe,59.164,413834,2647.585601
Montenegro,1957.0,NA,3.79,Europe,61.448,442829,3682.259903
Montenegro,1962.0,NA,3.31,Europe,63.728,474528,4649.593785
Montenegro,1967.0,NA,2.83,Europe,67.178,501035,5907.850937
Montenegro,1972.0,NA,2.63,Europe,70.636,527678,7778.414017
Montenegro,1977.0,NA,2.4,Europe,73.066,560073,9595.929905
Montenegro,1982.0,NA,2.19,Europe,74.101,562548,11222.58762
Montenegro,1987.0,18.2,1.98,Europe,74.865,569473,11732.51017
Montenegro,1992.0,14.0,1.83,Europe,75.435,621621,7003.339037
Montenegro,1997.0,13.5,1.82,Europe,75.445,692651,6465.613349
Montenegro,2002.0,11.5,1.79,Europe,73.981,720230,6557.194282
Montenegro,2007.0,8.2,1.73,Europe,74.543,684736,9253.896111
Morocco,1952.0,NA,6.58,Africa,42.873,9939217,1688.20357
Morocco,1957.0,152.0,6.89,Africa,45.423,11406350,1642.002314
Morocco,1962.0,140.4,7.13,Africa,47.924,13056604,1566.353493
Morocco,1967.0,127.9,6.95,Africa,50.335,14770296,1711.04477
Morocco,1972.0,116.8,6.49,Africa,52.862,16660670,1930.194975
Morocco,1977.0,104.0,5.97,Africa,55.73,18396941,2370.619976
Morocco,1982.0,87.3,5.44,Africa,59.65,20198730,2702.620356
Morocco,1987.0,71.0,4.57,Africa,62.677,22987397,2755.046991
Morocco,1992.0,58.5,3.76,Africa,65.393,25798239,2948.047252
Morocco,1997.0,47.7,3.03,Africa,67.66,28529501,2982.101858
Morocco,2002.0,38.9,2.54,Africa,69.615,31167783,3258.495584
Morocco,2007.0,31.9,2.4,Africa,71.164,33757175,3820.17523
Mozambique,1952.0,NA,6.6,Africa,31.286,6446316,468.5260381
Mozambique,1957.0,NA,6.6,Africa,33.779,7038035,495.5868333
Mozambique,1962.0,NA,6.6,Africa,36.161,7788944,556.6863539
Mozambique,1967.0,184.1,6.6,Africa,38.113,8680909,566.6691539
Mozambique,1972.0,180.5,6.58,Africa,40.328,9809596,724.9178037
Mozambique,1977.0,176.4,6.53,Africa,42.495,11127868,502.3197334
Mozambique,1982.0,173.3,6.46,Africa,42.795,12587223,462.2114149
Mozambique,1987.0,165.7,6.35,Africa,42.861,12891952,389.8761846
Mozambique,1992.0,154.7,6.14,Africa,44.284,13160731,410.8968239
Mozambique,1997.0,132.7,5.88,Africa,46.344,16603334,472.3460771
Mozambique,2002.0,104.0,5.74,Africa,44.026,18473780,633.6179466
Mozambique,2007.0,81.5,5.59,Africa,42.082,19951656,823.6856205
Myanmar,1952.0,NA,6.0,Asia,36.319,20092996,331.0
Myanmar,1957.0,NA,6.0,Asia,41.905,21731844,350.0
Myanmar,1962.0,NA,6.1,Asia,45.108,23634436,388.0
Myanmar,1967.0,NA,6.11,Asia,49.379,25870271,349.0
Myanmar,1972.0,116.5,5.79,Asia,53.07,28466390,357.0
Myanmar,1977.0,104.3,5.29,Asia,56.059,31528087,371.0
Myanmar,1982.0,93.1,4.76,Asia,58.056,34680442,424.0
Myanmar,1987.0,83.7,3.91,Asia,58.339,38028578,385.0
Myanmar,1992.0,74.6,3.16,Asia,59.32,40546538,347.0
Myanmar,1997.0,65.6,2.68,Asia,60.328,43247867,415.0
Myanmar,2002.0,57.7,2.29,Asia,59.908,45598081,611.0
Myanmar,2007.0,50.2,2.08,Asia,62.069,47761980,944.0
Namibia,1952.0,NA,5.99,Africa,41.725,485831,2423.780443
Namibia,1957.0,NA,6.09,Africa,45.226,548080,2621.448058
Namibia,1962.0,NA,6.18,Africa,48.386,621392,3173.215595
Namibia,1967.0,62.3,6.3,Africa,51.159,706640,3793.694753
Namibia,1972.0,62.9,6.57,Africa,53.867,821782,3746.080948
Namibia,1977.0,63.7,6.62,Africa,56.437,977026,3876.485958
Namibia,1982.0,61.5,6.26,Africa,58.968,1099010,4191.100511
Namibia,1987.0,53.8,5.63,Africa,60.835,1278184,3693.731337
Namibia,1992.0,47.8,4.97,Africa,61.999,1554253,3804.537999
Namibia,1997.0,48.4,4.35,Africa,58.909,1774766,3899.52426
Namibia,2002.0,48.7,3.85,Africa,51.479,1972153,4072.324751
Namibia,2007.0,42.7,3.44,Africa,52.906,2055080,4811.060429
Nepal,1952.0,230.6,5.99,Asia,36.157,9182536,545.8657229
Nepal,1957.0,224.7,5.99,Asia,37.686,9682338,597.9363558
Nepal,1962.0,213.3,6.0,Asia,39.393,10332057,652.3968593
Nepal,1967.0,191.3,5.99,Asia,41.472,11261690,676.4422254
Nepal,1972.0,170.9,5.95,Asia,43.971,12412593,674.7881296
Nepal,1977.0,152.3,5.85,Asia,46.748,13933198,694.1124398
Nepal,1982.0,132.1,5.68,Asia,49.594,15796314,718.3730947
Nepal,1987.0,111.1,5.38,Asia,52.537,17917180,775.6324501
Nepal,1992.0,88.9,5.0,Asia,55.727,20326209,897.7403604
Nepal,1997.0,69.6,4.47,Asia,59.426,23001113,1010.892138
Nepal,2002.0,53.8,3.78,Asia,61.34,25873917,1057.206311
Nepal,2007.0,42.0,3.05,Asia,63.785,28901790,1091.359778
Netherlands,1952.0,22.8,3.09,Europe,72.13,10381988,8941.571858
Netherlands,1957.0,18.2,3.08,Europe,72.99,11026383,11276.19344
Netherlands,1962.0,15.6,3.18,Europe,73.23,11805689,12790.84956
Netherlands,1967.0,13.8,2.81,Europe,73.82,12596822,15363.25136
Netherlands,1972.0,11.7,2.15,Europe,73.75,13329874,18794.74567
Netherlands,1977.0,9.7,1.58,Europe,75.24,13852989,21209.0592
Netherlands,1982.0,8.4,1.5,Europe,76.05,14310401,21399.46046
Netherlands,1987.0,7.5,1.56,Europe,76.83,14665278,23651.32361
Netherlands,1992.0,6.3,1.59,Europe,77.42,15174244,26790.94961
Netherlands,1997.0,5.3,1.56,Europe,78.03,15604464,30246.13063
Netherlands,2002.0,4.9,1.73,Europe,78.53,16122830,33724.75778
Netherlands,2007.0,4.2,1.72,Europe,79.762,16570613,36797.93332
New Zealand,1952.0,27.3,3.32,Oceania,69.39,1994794,10556.57566
New Zealand,1957.0,24.3,3.51,Oceania,70.26,2229407,12247.39532
New Zealand,1962.0,20.9,3.51,Oceania,71.24,2488550,13175.678
New Zealand,1967.0,17.9,3.0,Oceania,71.52,2728150,14463.91893
New Zealand,1972.0,16.2,2.9,Oceania,71.89,2929100,16046.03728
New Zealand,1977.0,13.9,2.32,Oceania,72.22,3164900,16233.7177
New Zealand,1982.0,12.1,2.1,Oceania,73.84,3210650,17632.4104
New Zealand,1987.0,10.6,2.24,Oceania,74.32,3317166,19007.19129
New Zealand,1992.0,8.2,2.31,Oceania,76.33,3437674,18363.32494
New Zealand,1997.0,6.6,2.05,Oceania,77.55,3676187,21050.41377
New Zealand,2002.0,5.8,1.95,Oceania,79.11,3908037,23189.80135
New Zealand,2007.0,5.3,2.11,Oceania,80.204,4115771,25185.00911
Nicaragua,1952.0,NA,7.16,Americas,42.314,1165790,3112.363948
Nicaragua,1957.0,138.1,7.5,Americas,45.432,1358828,3457.415947
Nicaragua,1962.0,131.1,7.18,Americas,48.632,1590597,3634.364406
Nicaragua,1967.0,123.1,6.96,Americas,51.884,1865490,4643.393534
Nicaragua,1972.0,111.2,6.81,Americas,55.151,2182908,4688.593267
Nicaragua,1977.0,91.3,6.42,Americas,57.47,2554598,5486.371089
Nicaragua,1982.0,69.9,5.89,Americas,59.298,2979423,3470.338156
Nicaragua,1987.0,56.5,5.12,Americas,62.008,3344353,2955.984375
Nicaragua,1992.0,47.1,4.52,Americas,65.843,4017939,2170.151724
Nicaragua,1997.0,37.6,3.7,Americas,68.426,4609572,2253.023004
Nicaragua,2002.0,29.8,3.05,Americas,70.836,5146848,2474.548819
Nicaragua,2007.0,24.4,2.76,Americas,72.899,5675356,2749.320965
Niger,1952.0,NA,6.88,Africa,37.444,3379468,761.879376
Niger,1957.0,NA,6.97,Africa,38.598,3692184,835.5234025
Niger,1962.0,NA,7.12,Africa,39.487,4076008,997.7661127
Niger,1967.0,133.1,7.3,Africa,40.118,4534062,1054.384891
Niger,1972.0,140.4,7.5,Africa,40.546,5060262,954.2092363
Niger,1977.0,138.9,7.63,Africa,41.291,5682086,808.8970728
Niger,1982.0,135.3,7.75,Africa,42.598,6437188,909.7221354
Niger,1987.0,141.4,7.77,Africa,44.555,7332638,668.3000228
Niger,1992.0,132.6,7.77,Africa,47.391,8392818,581.182725
Niger,1997.0,111.3,7.77,Africa,51.313,9666252,580.3052092
Niger,2002.0,94.1,7.68,Africa,54.496,11140655,601.0745012
Niger,2007.0,75.2,7.59,Africa,56.867,12894865,619.6768924
Nigeria,1952.0,NA,6.35,Africa,36.324,33119096,1077.281856
Nigeria,1957.0,NA,6.35,Africa,37.802,37173340,1100.592563
Nigeria,1962.0,182.6,6.35,Africa,39.36,41871351,1150.927478
Nigeria,1967.0,182.6,6.36,Africa,41.04,47287752,1014.514104
Nigeria,1972.0,159.2,6.58,Africa,42.821,53740085,1698.388838
Nigeria,1977.0,135.8,6.76,Africa,44.514,62209173,1981.951806
Nigeria,1982.0,124.4,6.77,Africa,45.826,73039376,1576.97375
Nigeria,1987.0,125.4,6.63,Africa,46.886,81551520,1385.029563
Nigeria,1992.0,125.5,6.4,Africa,47.472,93364244,1619.848217
Nigeria,1997.0,119.9,6.19,Africa,47.464,106207839,1624.941275
Nigeria,2002.0,105.9,6.06,Africa,46.608,119901274,1615.286395
Nigeria,2007.0,90.3,6.02,Africa,46.859,135031164,2013.977305
Norway,1952.0,23.7,2.61,Europe,72.67,3327728,10095.42172
Norway,1957.0,20.0,2.86,Europe,73.44,3491938,11653.97304
Norway,1962.0,17.5,2.89,Europe,73.47,3638919,13450.40151
Norway,1967.0,14.8,2.8,Europe,74.08,3786019,16361.87647
Norway,1972.0,12.2,2.38,Europe,74.34,3933004,18965.05551
Norway,1977.0,9.3,1.75,Europe,75.37,4043205,23311.34939
Norway,1982.0,8.0,1.71,Europe,75.97,4114787,26298.63531
